ticker_1,ticker_2,correlacao,frequencia,universo,nome_ativo_1,classe_1,subclasse_1,regiao_1,pais_1,tipo_ativo_1,grupo_universo_1,nome_ativo_2,classe_2,subclasse_2,regiao_2,pais_2,tipo_ativo_2,grupo_universo_2
ENZL,EWU,0.7102645086857996,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
ENZL,EWW,0.4751374599385152,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
ENZL,EWY,0.5981868399845193,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
ENZL,EZA,0.4933622707328879,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
ENZL,FEZ,0.6746750413809023,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
ENZL,GLD,0.37690752685936907,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
ENZL,IEMG,0.7532488862178139,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
ENZL,INDA,0.638249879000458,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
ENZL,MCHI,0.5180410359276628,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
ENZL,QQQ,0.7371057954236796,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
ENZL,SMAL11.SA,0.04403771199695607,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
ENZL,SPY,0.7762398306880376,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
ENZL,USO,0.028288165172766958,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
ENZL,VEA,0.7995765872772645,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
ENZL,VT,0.8186426642656804,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
ENZL,XLE,0.3318978529611093,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
ENZL,^AXJO,0.813910509077149,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
ENZL,^BVSP,-0.011497106051686468,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
ENZL,^FTSE,0.7249148672196851,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
ENZL,^GDAXI,0.6824676473306955,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
ENZL,^GSPC,0.7759790185123537,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
ENZL,^HSI,0.5411655214179832,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
ENZL,^KS11,0.6079189140021056,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
ENZL,^MXX,0.48398243206169494,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
ENZL,^N225,0.6888550946256389,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
ENZL,^NDX,0.737898556515918,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
ENZL,^NSEI,0.6389316122990432,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
ENZL,^NZ50,0.9770294681776879,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
ENZL,^STOXX50E,0.66578845845881,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
ENZL,^TWII,0.6391379480199791,mensal,equities,iShares MSCI New Zealand ETF,ETF,Nova Zelandia,Oceania,Nova Zelandia,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWA,EWG,0.7812890230326512,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs
EWA,EWH,0.6046719719051091,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs
EWA,EWJ,0.7427053301192977,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
EWA,EWT,0.6818465481370483,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
EWA,EWU,0.803435587819791,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
EWA,EWW,0.6102267315240635,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
EWA,EWY,0.6363293628606335,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWA,EZA,0.6112883286767702,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWA,FEZ,0.7768680527478298,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWA,GLD,0.29019525750873315,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWA,IEMG,0.7544072014421022,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWA,INDA,0.6788372355222991,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWA,MCHI,0.4395761169908752,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWA,QQQ,0.7226309361264285,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWA,SMAL11.SA,0.12335085193048075,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWA,SPY,0.801711834750467,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWA,USO,0.15343721634272917,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWA,VEA,0.8749397935458628,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWA,VT,0.8611941110853156,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWA,XLE,0.49741286655029976,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWA,^AXJO,0.9585062436571177,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWA,^BVSP,0.10018801007502205,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWA,^FTSE,0.806563885753908,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWA,^GDAXI,0.7653908996622564,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWA,^GSPC,0.8019054818984974,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWA,^HSI,0.485602308853852,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWA,^KS11,0.6602581363863939,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWA,^MXX,0.6164428123344299,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWA,^N225,0.7172782497564522,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWA,^NDX,0.7235454854204901,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWA,^NSEI,0.6771989564554055,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWA,^NZ50,0.8349365006128514,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWA,^STOXX50E,0.762842037203865,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWA,^TWII,0.6523110305402673,mensal,equities,iShares MSCI Australia ETF,ETF,Australia,Oceania,Australia,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWG,EWH,0.6013548886450172,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs
EWG,EWJ,0.7913947722784145,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
EWG,EWT,0.6627711800841496,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
EWG,EWU,0.8572183173870592,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
EWG,EWW,0.6404930960842247,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
EWG,EWY,0.637557565673075,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWG,EZA,0.5884289967735288,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWG,FEZ,0.965611787054379,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWG,GLD,0.28909499701661256,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWG,IEMG,0.7582059254617372,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWG,INDA,0.6330382351487563,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWG,MCHI,0.4955819825263155,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWG,QQQ,0.7373455297188909,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWG,SMAL11.SA,0.07234445741977717,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWG,SPY,0.7962116229634292,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWG,USO,0.1189610999843834,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWG,VEA,0.9278296216909568,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWG,VT,0.8672923661871023,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWG,XLE,0.43790697886498936,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWG,^AXJO,0.7437472036016906,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWG,^BVSP,0.046780047718918305,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWG,^FTSE,0.847948687155752,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWG,^GDAXI,0.9755001931909503,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWG,^GSPC,0.797272808272328,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWG,^HSI,0.5227558628971345,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWG,^KS11,0.649939671382673,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWG,^MXX,0.6289337333468685,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWG,^N225,0.7592341414110272,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWG,^NDX,0.7393635485167538,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWG,^NSEI,0.6051550485509711,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWG,^NZ50,0.6917600705202016,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWG,^STOXX50E,0.9357301907806272,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
EWG,^TWII,0.6372960989676975,mensal,equities,iShares MSCI Germany ETF,ETF,Alemanha,Europa,Alemanha,etf,etfs,Taiwan Weighted,Equity Index,Broad Market,Asia,Taiwan,indice,indices
EWH,EWJ,0.6036737447932161,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI Japan ETF,ETF,Japao,Asia,Japao,etf,etfs
EWH,EWT,0.6296354807588241,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI Taiwan ETF,ETF,Taiwan,Asia,Taiwan,etf,etfs
EWH,EWU,0.6589847993748864,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI United Kingdom ETF,ETF,Reino Unido,Europa,Reino Unido,etf,etfs
EWH,EWW,0.3054537333872994,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI Mexico ETF,ETF,Mexico,America Latina,Mexico,etf,etfs
EWH,EWY,0.5142081695722993,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI South Korea ETF,ETF,Coreia do Sul,Asia,Coreia do Sul,etf,etfs
EWH,EZA,0.5107694009330975,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI South Africa ETF,ETF,Africa do Sul,Africa,Africa do Sul,etf,etfs
EWH,FEZ,0.6001296723518169,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,SPDR EURO STOXX 50 ETF,ETF,Zona do Euro,Europa,Zona do Euro,etf,etfs
EWH,GLD,0.364732700647835,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,SPDR Gold Shares,ETF,Ouro,Global,Global,etf,etfs
EWH,IEMG,0.7783786482248943,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares Core MSCI Emerging Markets ETF,ETF,Emerging Markets,Emergentes,Emergentes,etf,etfs
EWH,INDA,0.49201274019434604,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI India ETF,ETF,India,Asia,India,etf,etfs
EWH,MCHI,0.827556209245253,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares MSCI China ETF,ETF,China,Asia,China,etf,etfs
EWH,QQQ,0.5150425664913505,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Invesco QQQ Trust,ETF,US Tech/Growth,America do Norte,Estados Unidos,etf,etfs
EWH,SMAL11.SA,-0.1454895048386208,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,iShares Small Caps ETF,ETF,Brasil Small Caps,Brasil,Brasil,etf,etfs
EWH,SPY,0.5552072090802882,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,SPDR S&P 500 ETF,ETF,US Broad Market,America do Norte,Estados Unidos,etf,etfs
EWH,USO,0.05494919553771123,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,United States Oil Fund,ETF,Petroleo,Global,Global,etf,etfs
EWH,VEA,0.6835716834098602,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Vanguard FTSE Developed Markets ETF,ETF,Developed Markets,Global,Desenvolvidos,etf,etfs
EWH,VT,0.6394340767086468,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Vanguard Total World Stock ETF,ETF,Global Equity,Global,Global,etf,etfs
EWH,XLE,0.27447382833991935,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Energy Select Sector SPDR Fund,ETF,Energia,America do Norte,Estados Unidos,etf,etfs
EWH,^AXJO,0.560504827160829,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,ASX 200,Equity Index,Broad Market,Oceania,Australia,indice,indices
EWH,^BVSP,-0.1414434171912799,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Ibovespa,Equity Index,Broad Market,Brasil,Brasil,indice,indices
EWH,^FTSE,0.6378041225244013,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,FTSE 100,Equity Index,Broad Market,Europa,Reino Unido,indice,indices
EWH,^GDAXI,0.55569138505612,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,DAX,Equity Index,Broad Market,Europa,Alemanha,indice,indices
EWH,^GSPC,0.5551645202418077,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,S&P 500,Equity Index,Broad Market,America do Norte,Estados Unidos,indice,indices
EWH,^HSI,0.8983921179847437,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Hang Seng,Equity Index,Broad Market,Asia,Hong Kong,indice,indices
EWH,^KS11,0.5010574894278629,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Kospi,Equity Index,Broad Market,Asia,Coreia do Sul,indice,indices
EWH,^MXX,0.3031035112895376,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Mexico IPC,Equity Index,Broad Market,America Latina,Mexico,indice,indices
EWH,^N225,0.5017787797400005,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Nikkei 225,Equity Index,Broad Market,Asia,Japao,indice,indices
EWH,^NDX,0.5177017742909623,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Nasdaq 100,Equity Index,Tech/Growth,America do Norte,Estados Unidos,indice,indices
EWH,^NSEI,0.48413286073596756,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Nifty 50,Equity Index,Broad Market,Asia,India,indice,indices
EWH,^NZ50,0.6142319695640746,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,NZX 50,Equity Index,Broad Market,Oceania,Nova Zelandia,indice,indices
EWH,^STOXX50E,0.5528824966502274,mensal,equities,iShares MSCI Hong Kong ETF,ETF,Hong Kong,Asia,Hong Kong,etf,etfs,Euro Stoxx 50,Equity Index,Broad Market,Europa,Zona do Euro,indice,indices
