carteira,tipo,coluna_retorno,data_inicio,data_fim,n_meses,retorno_total,retorno_anualizado_media,cagr,vol_anual,sharpe,sortino,max_drawdown,calmar,pct_meses_positivos,melhor_mes,pior_mes,n_ativos_total,n_ativos_com_peso,peso_max,peso_min,peso_medio,peso_mediano,top1_peso,top3_peso,top5_peso,hhi,n_efetivo_ativos,gini_pesos,classificacao_concentracao,n_ativos_no_limite_min,n_ativos_no_limite_max,pct_ativos_no_limite_min,pct_ativos_no_limite_max,n_ativos_universo,n_ativos_validos,n_ativos_com_peso_manifesto,peso_min_base,peso_max_base,peso_min_efetivo,peso_max_efetivo,ajuste_limites,periodo_inicio,periodo_fim
etfs_global,max_sharpe,etfs_global__max_sharpe,2015-02-28,2026-04-30,135,3.802591816194866,0.16850829834069844,0.1508737183628146,0.1634844882333905,1.0307295827365341,1.7447273138735724,-0.2900928738628872,0.5200876407399283,0.5925925925925926,0.1828407822340592,-0.15232519990022758,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_desenvolvidos_emergentes,max_sharpe,etfs_desenvolvidos_emergentes__max_sharpe,2015-02-28,2026-04-30,135,2.8658052640077796,0.1471759268344412,0.12872632553023045,0.1552256849323525,0.9481415842911604,1.4785817279039093,-0.3140457217079622,0.40989676544594295,0.6444444444444445,0.1751547361110919,-0.15889099565047282,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_latam,max_sharpe,etfs_latam__max_sharpe,2015-02-28,2026-04-30,135,3.723266494303312,0.1731146006332151,0.1491584659260674,0.18669949839015998,0.9272365599582089,1.4542307236243903,-0.252892336952237,0.5898101449955698,0.6296296296296297,0.21115610069454266,-0.17460503022359777,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_asia,max_sharpe,etfs_asia__max_sharpe,2015-02-28,2026-04-30,135,3.1150073355170296,0.15472706837787234,0.13505854867246603,0.1735276290349808,0.8916566729940248,1.4228648425332855,-0.3707825845575018,0.3642526760895396,0.6444444444444445,0.18213372377588968,-0.17808986468475066,6,6,0.16666666666666669,0.16666666666666669,0.1666666666666667,0.16666666666666669,0.16666666666666669,0.5,0.8333333333333335,0.1666666666666667,5.999999999999998,-4.440892098500626e-16,media,0,6,0.0,1.0,6,6,6,0.02,0.1,0.02,0.16666666666666666,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_europa,max_sharpe,etfs_europa__max_sharpe,2015-02-28,2026-04-30,135,2.51629639293912,0.14251637514141885,0.11918833991586064,0.1743327646062043,0.8174962145718582,1.281873442629143,-0.33705651499610956,0.35361529777057227,0.6074074074074074,0.18493529592130953,-0.15070106337190461,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,0.0,alta,0,3,0.0,1.0,3,3,3,0.02,0.1,0.02,0.3333333333333333,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_oceania,max_sharpe,etfs_oceania__max_sharpe,2015-02-28,2026-04-30,135,2.088495123755673,0.1334248710519968,0.10626184324734078,0.1844971870636611,0.723181058613963,1.304928662045875,-0.3108083779551696,0.3418886065634556,0.5555555555555556,0.19685133200906535,-0.1418277607719597,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_brasil,max_sharpe,etfs_brasil__max_sharpe,2015-02-28,2026-04-30,135,2.164439661683721,0.1368388567371645,0.10867103210694817,0.22877687178312975,0.5981323884299005,0.7922275587952731,-0.39950601292064114,0.27201350816348,0.5703703703703704,0.1667489810309566,-0.34272874459931685,2,2,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,2.0,0.0,alta,0,2,0.0,1.0,2,2,2,0.02,0.1,0.02,0.5,ajuste_max_para_viabilidade,2015-02-28,2026-04-30
etfs_com_tudo,min_vol,etfs_com_tudo__min_vol,2015-02-28,2026-04-30,135,4.139434381007902,0.16554915871122855,0.15788135051542396,0.12062816505426435,1.3723922488314115,2.1566361445313014,-0.17786273160799604,0.8876584154986981,0.674074074074074,0.14251619527943585,-0.10613405631738575,27,27,0.10000000000000003,0.020000000000000004,0.037037037037037035,0.020000000000000025,0.10000000000000003,0.3000000000000001,0.5000000000000001,0.06386351891253389,15.658391786546849,0.36054625465107004,baixa,19,5,0.7037037037037037,0.18518518518518517,27,27,27,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_ouro_btc,min_vol,etfs_com_ouro_btc__min_vol,2015-02-28,2026-04-30,135,4.133265541613102,0.16603100463652443,0.1577568227883459,0.12370975669845768,1.3421011330676587,2.427523459989601,-0.2112670292384996,0.7467176651130643,0.674074074074074,0.14599479485794098,-0.09671459966970361,26,26,0.09999999999999998,0.019999999999999997,0.038461538461538464,0.020000000000000018,0.09999999999999998,0.29999999999999993,0.4999999999999998,0.06751189252299952,14.812205118665965,0.3689414688430517,baixa,18,5,0.6923076923076923,0.19230769230769232,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
etfs_com_ouro_petroleo,min_vol,etfs_com_ouro_petroleo__min_vol,2015-02-28,2026-04-30,135,3.4276865663126816,0.15183520231126543,0.14252729812083742,0.11945069383817614,1.2711119327357083,1.9810555677402375,-0.16458496833690284,0.8659800439921481,0.6296296296296297,0.14044552494451923,-0.10371072255065936,26,26,0.09999999999999998,0.019999999999999997,0.038461538461538464,0.020000000000000014,0.09999999999999998,0.29999999999999993,0.4974028526011992,0.06426899727832472,15.55960171074987,0.36574488683217665,baixa,18,4,0.6923076923076923,0.15384615384615385,26,26,26,0.02,0.1,0.02,0.1,nenhum,2015-02-28,2026-04-30
